path,kind,category,franchise,slug,reasons
profiles/needs_review/game/final-fantasy/aerith-gainsborough-rebirth.yaml,needs_review,game,final-fantasy,aerith-gainsborough-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/auron-post-crisis.yaml,needs_review,game,final-fantasy,auron-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/auron-post-flashpoint.yaml,needs_review,game,final-fantasy,auron-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/auron-rebirth.yaml,needs_review,game,final-fantasy,auron-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/barret-wallace-dc-comics.yaml,needs_review,game,final-fantasy,barret-wallace-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/barret-wallace-marvel-comics.yaml,needs_review,game,final-fantasy,barret-wallace-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/barret-wallace-post-crisis.yaml,needs_review,game,final-fantasy,barret-wallace-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/barret-wallace-post-flashpoint.yaml,needs_review,game,final-fantasy,barret-wallace-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/barret-wallace-rebirth.yaml,needs_review,game,final-fantasy,barret-wallace-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/cloud-strife-dc-comics.yaml,needs_review,game,final-fantasy,cloud-strife-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/cloud-strife-marvel-comics.yaml,needs_review,game,final-fantasy,cloud-strife-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/cloud-strife-post-crisis.yaml,needs_review,game,final-fantasy,cloud-strife-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/cloud-strife-post-flashpoint.yaml,needs_review,game,final-fantasy,cloud-strife-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/cloud-strife-rebirth.yaml,needs_review,game,final-fantasy,cloud-strife-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/garnet-til-alexandros-xvii-dc-comics.yaml,needs_review,game,final-fantasy,garnet-til-alexandros-xvii-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/garnet-til-alexandros-xvii-marvel-comics.yaml,needs_review,game,final-fantasy,garnet-til-alexandros-xvii-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/garnet-til-alexandros-xvii-post-crisis.yaml,needs_review,game,final-fantasy,garnet-til-alexandros-xvii-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/garnet-til-alexandros-xvii-post-flashpoint.yaml,needs_review,game,final-fantasy,garnet-til-alexandros-xvii-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/garnet-til-alexandros-xvii-rebirth.yaml,needs_review,game,final-fantasy,garnet-til-alexandros-xvii-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/rinoa-heartilly-dc-comics.yaml,needs_review,game,final-fantasy,rinoa-heartilly-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/rinoa-heartilly-marvel-comics.yaml,needs_review,game,final-fantasy,rinoa-heartilly-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/rinoa-heartilly-post-crisis.yaml,needs_review,game,final-fantasy,rinoa-heartilly-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/rinoa-heartilly-post-flashpoint.yaml,needs_review,game,final-fantasy,rinoa-heartilly-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/rinoa-heartilly-rebirth.yaml,needs_review,game,final-fantasy,rinoa-heartilly-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/seifer-almasy-dc-comics.yaml,needs_review,game,final-fantasy,seifer-almasy-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/seifer-almasy-marvel-comics.yaml,needs_review,game,final-fantasy,seifer-almasy-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/seifer-almasy-post-crisis.yaml,needs_review,game,final-fantasy,seifer-almasy-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/seifer-almasy-post-flashpoint.yaml,needs_review,game,final-fantasy,seifer-almasy-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/seifer-almasy-rebirth.yaml,needs_review,game,final-fantasy,seifer-almasy-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/sephiroth-dc-comics.yaml,needs_review,game,final-fantasy,sephiroth-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/sephiroth-marvel-comics.yaml,needs_review,game,final-fantasy,sephiroth-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/sephiroth-post-crisis.yaml,needs_review,game,final-fantasy,sephiroth-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/sephiroth-post-flashpoint.yaml,needs_review,game,final-fantasy,sephiroth-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/sephiroth-rebirth.yaml,needs_review,game,final-fantasy,sephiroth-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/squall-leonhart-dc-comics.yaml,needs_review,game,final-fantasy,squall-leonhart-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/squall-leonhart-marvel-comics.yaml,needs_review,game,final-fantasy,squall-leonhart-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/squall-leonhart-post-crisis.yaml,needs_review,game,final-fantasy,squall-leonhart-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/squall-leonhart-post-flashpoint.yaml,needs_review,game,final-fantasy,squall-leonhart-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/squall-leonhart-rebirth.yaml,needs_review,game,final-fantasy,squall-leonhart-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/tidus-dc-comics.yaml,needs_review,game,final-fantasy,tidus-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/tidus-marvel-comics.yaml,needs_review,game,final-fantasy,tidus-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/tidus-post-crisis.yaml,needs_review,game,final-fantasy,tidus-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/tidus-post-flashpoint.yaml,needs_review,game,final-fantasy,tidus-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/tidus-rebirth.yaml,needs_review,game,final-fantasy,tidus-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/tifa-lockhart-dc-comics.yaml,needs_review,game,final-fantasy,tifa-lockhart-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/tifa-lockhart-marvel-comics.yaml,needs_review,game,final-fantasy,tifa-lockhart-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/tifa-lockhart-post-crisis.yaml,needs_review,game,final-fantasy,tifa-lockhart-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/tifa-lockhart-post-flashpoint.yaml,needs_review,game,final-fantasy,tifa-lockhart-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/tifa-lockhart-rebirth.yaml,needs_review,game,final-fantasy,tifa-lockhart-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/vivi-ornitier-dc-comics.yaml,needs_review,game,final-fantasy,vivi-ornitier-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/vivi-ornitier-marvel-comics.yaml,needs_review,game,final-fantasy,vivi-ornitier-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/vivi-ornitier-post-crisis.yaml,needs_review,game,final-fantasy,vivi-ornitier-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/vivi-ornitier-post-flashpoint.yaml,needs_review,game,final-fantasy,vivi-ornitier-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/vivi-ornitier-rebirth.yaml,needs_review,game,final-fantasy,vivi-ornitier-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/yuna-dc-comics.yaml,needs_review,game,final-fantasy,yuna-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/yuna-marvel-comics.yaml,needs_review,game,final-fantasy,yuna-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/yuna-post-crisis.yaml,needs_review,game,final-fantasy,yuna-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/yuna-post-flashpoint.yaml,needs_review,game,final-fantasy,yuna-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/yuna-rebirth.yaml,needs_review,game,final-fantasy,yuna-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/zidane-tribal-dc-comics.yaml,needs_review,game,final-fantasy,zidane-tribal-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/zidane-tribal-marvel-comics.yaml,needs_review,game,final-fantasy,zidane-tribal-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/zidane-tribal-post-crisis.yaml,needs_review,game,final-fantasy,zidane-tribal-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/zidane-tribal-post-flashpoint.yaml,needs_review,game,final-fantasy,zidane-tribal-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/game/final-fantasy/zidane-tribal-rebirth.yaml,needs_review,game,final-fantasy,zidane-tribal-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/bowser-dc-comics.yaml,needs_review,mixed,crossover-icons,bowser-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/bowser-marvel-comics.yaml,needs_review,mixed,crossover-icons,bowser-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/bowser-post-crisis.yaml,needs_review,mixed,crossover-icons,bowser-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/bowser-post-flashpoint.yaml,needs_review,mixed,crossover-icons,bowser-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/bowser-rebirth.yaml,needs_review,mixed,crossover-icons,bowser-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/captain-falcon-dc-comics.yaml,needs_review,mixed,crossover-icons,captain-falcon-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/captain-falcon-marvel-comics.yaml,needs_review,mixed,crossover-icons,captain-falcon-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/captain-falcon-post-crisis.yaml,needs_review,mixed,crossover-icons,captain-falcon-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/captain-falcon-post-flashpoint.yaml,needs_review,mixed,crossover-icons,captain-falcon-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/captain-falcon-rebirth.yaml,needs_review,mixed,crossover-icons,captain-falcon-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/donkey-kong-dc-comics.yaml,needs_review,mixed,crossover-icons,donkey-kong-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/donkey-kong-marvel-comics.yaml,needs_review,mixed,crossover-icons,donkey-kong-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/donkey-kong-post-crisis.yaml,needs_review,mixed,crossover-icons,donkey-kong-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/donkey-kong-post-flashpoint.yaml,needs_review,mixed,crossover-icons,donkey-kong-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/donkey-kong-rebirth.yaml,needs_review,mixed,crossover-icons,donkey-kong-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/fox-mccloud-dc-comics.yaml,needs_review,mixed,crossover-icons,fox-mccloud-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/fox-mccloud-marvel-comics.yaml,needs_review,mixed,crossover-icons,fox-mccloud-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/fox-mccloud-post-crisis.yaml,needs_review,mixed,crossover-icons,fox-mccloud-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/fox-mccloud-post-flashpoint.yaml,needs_review,mixed,crossover-icons,fox-mccloud-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/fox-mccloud-rebirth.yaml,needs_review,mixed,crossover-icons,fox-mccloud-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/inkling-dc-comics.yaml,needs_review,mixed,crossover-icons,inkling-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/inkling-marvel-comics.yaml,needs_review,mixed,crossover-icons,inkling-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/inkling-post-crisis.yaml,needs_review,mixed,crossover-icons,inkling-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/inkling-post-flashpoint.yaml,needs_review,mixed,crossover-icons,inkling-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/inkling-rebirth.yaml,needs_review,mixed,crossover-icons,inkling-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/kirby-dc-comics.yaml,needs_review,mixed,crossover-icons,kirby-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/kirby-marvel-comics.yaml,needs_review,mixed,crossover-icons,kirby-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/kirby-post-crisis.yaml,needs_review,mixed,crossover-icons,kirby-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/kirby-post-flashpoint.yaml,needs_review,mixed,crossover-icons,kirby-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/kirby-rebirth.yaml,needs_review,mixed,crossover-icons,kirby-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/luigi-dc-comics.yaml,needs_review,mixed,crossover-icons,luigi-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/luigi-marvel-comics.yaml,needs_review,mixed,crossover-icons,luigi-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/luigi-post-crisis.yaml,needs_review,mixed,crossover-icons,luigi-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/luigi-post-flashpoint.yaml,needs_review,mixed,crossover-icons,luigi-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/luigi-rebirth.yaml,needs_review,mixed,crossover-icons,luigi-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/mario-dc-comics.yaml,needs_review,mixed,crossover-icons,mario-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/mario-marvel-comics.yaml,needs_review,mixed,crossover-icons,mario-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/mario-post-crisis.yaml,needs_review,mixed,crossover-icons,mario-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/mario-post-flashpoint.yaml,needs_review,mixed,crossover-icons,mario-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/mario-rebirth.yaml,needs_review,mixed,crossover-icons,mario-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/meta-knight-dc-comics.yaml,needs_review,mixed,crossover-icons,meta-knight-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/meta-knight-marvel-comics.yaml,needs_review,mixed,crossover-icons,meta-knight-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/meta-knight-post-crisis.yaml,needs_review,mixed,crossover-icons,meta-knight-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/meta-knight-post-flashpoint.yaml,needs_review,mixed,crossover-icons,meta-knight-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/meta-knight-rebirth.yaml,needs_review,mixed,crossover-icons,meta-knight-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/palutena-dc-comics.yaml,needs_review,mixed,crossover-icons,palutena-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/palutena-marvel-comics.yaml,needs_review,mixed,crossover-icons,palutena-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/palutena-post-crisis.yaml,needs_review,mixed,crossover-icons,palutena-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/palutena-post-flashpoint.yaml,needs_review,mixed,crossover-icons,palutena-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/palutena-rebirth.yaml,needs_review,mixed,crossover-icons,palutena-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/pit-dc-comics.yaml,needs_review,mixed,crossover-icons,pit-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/pit-marvel-comics.yaml,needs_review,mixed,crossover-icons,pit-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/pit-post-crisis.yaml,needs_review,mixed,crossover-icons,pit-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/pit-post-flashpoint.yaml,needs_review,mixed,crossover-icons,pit-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/pit-rebirth.yaml,needs_review,mixed,crossover-icons,pit-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/princess-peach-dc-comics.yaml,needs_review,mixed,crossover-icons,princess-peach-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/princess-peach-marvel-comics.yaml,needs_review,mixed,crossover-icons,princess-peach-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/princess-peach-post-crisis.yaml,needs_review,mixed,crossover-icons,princess-peach-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/princess-peach-post-flashpoint.yaml,needs_review,mixed,crossover-icons,princess-peach-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/princess-peach-rebirth.yaml,needs_review,mixed,crossover-icons,princess-peach-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/shantae-post-crisis.yaml,needs_review,mixed,crossover-icons,shantae-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/shantae-post-flashpoint.yaml,needs_review,mixed,crossover-icons,shantae-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/shantae-rebirth.yaml,needs_review,mixed,crossover-icons,shantae-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
profiles/needs_review/mixed/crossover-icons/shovel-knight-dc-comics.yaml,needs_review,mixed,crossover-icons,shovel-knight-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/mixed/crossover-icons/shovel-knight-marvel-comics.yaml,needs_review,mixed,crossover-icons,shovel-knight-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/mixed/crossover-icons/shovel-knight-post-crisis.yaml,needs_review,mixed,crossover-icons,shovel-knight-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/mixed/crossover-icons/shovel-knight-post-flashpoint.yaml,needs_review,mixed,crossover-icons,shovel-knight-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/mixed/crossover-icons/shovel-knight-rebirth.yaml,needs_review,mixed,crossover-icons,shovel-knight-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth
